2024-03-29 16:20:52,977 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_A_03.wav
2024-03-29 16:20:52,978 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_A_03.wav
2024-03-29 16:20:52,978 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_A_04.wav
2024-03-29 16:20:52,978 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_A_04.wav
2024-03-29 16:20:52,978 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_A_05.wav
2024-03-29 16:20:52,978 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_A_05.wav
2024-03-29 16:20:52,978 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_A_06.wav
2024-03-29 16:20:52,978 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_A_06.wav
2024-03-29 16:20:52,978 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_A_07.wav
2024-03-29 16:20:52,978 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_A_07.wav
2024-03-29 16:20:52,978 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_A_08.wav
2024-03-29 16:20:52,979 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_A_08.wav
2024-03-29 16:20:52,979 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_A_09.wav
2024-03-29 16:20:52,979 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_A_09.wav
2024-03-29 16:20:52,979 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_A_10.wav
2024-03-29 16:20:52,979 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_A_10.wav
2024-03-29 16:20:52,979 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_P_01.wav
2024-03-29 16:20:52,979 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_P_01.wav
2024-03-29 16:20:52,979 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_P_02.wav
2024-03-29 16:20:52,979 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_P_02.wav
2024-03-29 16:20:52,979 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_P_03.wav
2024-03-29 16:20:52,979 - root - INFO - get_volume 		 - SUCCESS for: 05_F_H_P_03.wav
2024-03-29 16:20:52,979 - root - INFO - get_type 		 - SUCCESS for: 05_F_H_P_04.wav
